Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,TotalScore,AvgScore,PerformanceCategory
male,,some high school,standard,none,married,sometimes,yes,4.0,private,< 5,46,43,42,131,43.666666666666664,Average
female,group E,associate's degree,free/reduced,none,married,regularly,yes,0.0,private,> 10,78,75,80,233,77.66666666666667,Good
female,group A,high school,standard,none,married,never,no,5.0,private,< 5,53,64,62,179,59.666666666666664,Average
male,group D,some college,standard,none,married,regularly,yes,1.0,school_bus,5 - 10,62,51,50,163,54.333333333333336,Average
male,group D,,standard,none,married,sometimes,yes,3.0,school_bus,5 - 10,70,62,65,197,65.66666666666667,Good
female,group D,associate's degree,standard,,single,sometimes,yes,,school_bus,5 - 10,47,52,56,155,51.666666666666664,Average
female,group D,high school,standard,none,married,sometimes,no,1.0,private,> 10,86,89,94,269,89.66666666666667,Excellent
male,group B,associate's degree,standard,completed,divorced,sometimes,no,3.0,,< 5,73,67,66,206,68.66666666666667,Good
female,group D,associate's degree,standard,none,married,sometimes,no,5.0,school_bus,5 - 10,54,65,64,183,61.0,Good
female,group D,associate's degree,free/reduced,,married,regularly,yes,2.0,school_bus,5 - 10,50,61,68,179,59.666666666666664,Average
male,group C,some high school,free/reduced,none,single,sometimes,yes,1.0,school_bus,5 - 10,63,57,55,175,58.333333333333336,Average
female,group C,high school,free/reduced,completed,married,sometimes,no,,,> 10,52,77,70,199,66.33333333333333,Good
female,group D,master's degree,standard,none,married,sometimes,yes,4.0,school_bus,5 - 10,73,82,82,237,79.0,Good
female,group B,associate's degree,standard,none,married,regularly,yes,4.0,school_bus,5 - 10,41,47,48,136,45.333333333333336,Average
male,group E,associate's degree,standard,none,married,sometimes,yes,2.0,,5 - 10,66,58,55,179,59.666666666666664,Average
male,group C,associate's degree,standard,none,single,regularly,yes,2.0,,5 - 10,76,79,72,227,75.66666666666667,Good
male,group E,high school,standard,completed,married,regularly,no,4.0,private,> 10,100,100,100,300,100.0,Excellent
male,group A,associate's degree,free/reduced,none,widowed,sometimes,no,5.0,school_bus,> 10,52,40,40,132,44.0,Average
male,group A,,standard,completed,single,sometimes,no,6.0,private,< 5,64,66,65,195,65.0,Good
female,group B,associate's degree,free/reduced,none,married,regularly,yes,0.0,private,< 5,65,81,80,226,75.33333333333333,Good
male,group D,associate's degree,standard,none,divorced,regularly,yes,1.0,private,> 10,61,50,56,167,55.666666666666664,Average
female,,some college,free/reduced,completed,married,regularly,yes,1.0,,5 - 10,49,66,61,176,58.666666666666664,Average
male,group E,some high school,free/reduced,none,divorced,never,yes,1.0,school_bus,< 5,58,59,50,167,55.666666666666664,Average
male,group E,some college,standard,completed,single,sometimes,yes,0.0,school_bus,5 - 10,82,77,78,237,79.0,Good
male,,some college,standard,none,married,regularly,yes,0.0,school_bus,5 - 10,82,69,64,215,71.66666666666667,Good
male,group B,bachelor's degree,standard,none,single,never,yes,,private,5 - 10,95,88,84,267,89.0,Excellent
female,group E,associate's degree,standard,none,divorced,sometimes,no,2.0,school_bus,,95,92,86,273,91.0,Excellent
male,group B,some college,standard,none,divorced,regularly,no,2.0,private,> 10,39,40,40,119,39.666666666666664,Poor
male,group C,some high school,standard,none,single,regularly,yes,1.0,,5 - 10,60,55,53,168,56.0,Average
male,group B,some college,standard,none,married,regularly,yes,3.0,private,> 10,88,78,74,240,80.0,Excellent
female,group D,associate's degree,standard,none,married,regularly,no,,private,5 - 10,57,59,68,184,61.333333333333336,Good
female,group D,high school,free/reduced,completed,married,sometimes,no,7.0,private,> 10,71,90,90,251,83.66666666666667,Excellent
female,group C,associate's degree,free/reduced,none,married,regularly,yes,0.0,private,5 - 10,74,87,92,253,84.33333333333333,Excellent
female,group E,some high school,standard,none,married,sometimes,yes,2.0,private,< 5,61,65,67,193,64.33333333333333,Good
male,group B,some college,standard,none,,sometimes,yes,1.0,school_bus,< 5,77,73,69,219,73.0,Good
female,group E,master's degree,free/reduced,none,married,sometimes,no,2.0,school_bus,< 5,71,80,80,231,77.0,Good
male,group D,some high school,standard,completed,,sometimes,yes,2.0,school_bus,5 - 10,66,54,62,182,60.666666666666664,Good
male,,,free/reduced,none,married,never,yes,4.0,private,< 5,72,76,72,220,73.33333333333333,Good
female,group E,associate's degree,free/reduced,none,divorced,sometimes,yes,3.0,private,5 - 10,48,53,53,154,51.333333333333336,Average
male,group D,some college,standard,none,married,never,yes,4.0,school_bus,< 5,68,69,62,199,66.33333333333333,Good
male,group C,high school,standard,none,divorced,sometimes,no,1.0,private,> 10,65,56,53,174,58.0,Average
male,group A,associate's degree,standard,none,single,regularly,no,5.0,private,< 5,80,77,74,231,77.0,Good
male,group E,some high school,standard,completed,single,regularly,yes,2.0,private,5 - 10,87,76,77,240,80.0,Excellent
female,group D,some college,free/reduced,completed,single,sometimes,yes,1.0,,5 - 10,45,60,59,164,54.666666666666664,Average
male,group D,high school,standard,none,married,never,no,4.0,private,5 - 10,78,71,67,216,72.0,Good
male,group C,high school,free/reduced,none,divorced,regularly,yes,0.0,school_bus,5 - 10,59,60,55,174,58.0,Average
male,group B,bachelor's degree,standard,none,single,sometimes,no,1.0,school_bus,< 5,77,84,76,237,79.0,Good
male,group B,some high school,free/reduced,completed,married,sometimes,no,7.0,,5 - 10,55,53,51,159,53.0,Average
male,,some college,free/reduced,completed,married,sometimes,yes,1.0,school_bus,5 - 10,57,52,56,165,55.0,Average
female,group D,some college,free/reduced,none,married,sometimes,yes,2.0,,5 - 10,39,60,63,162,54.0,Average
female,group B,some high school,free/reduced,none,widowed,never,yes,4.0,private,,37,47,44,128,42.666666666666664,Average
male,group D,associate's degree,standard,none,married,sometimes,no,1.0,,,79,80,75,234,78.0,Good
female,group C,some high school,free/reduced,none,single,sometimes,yes,1.0,school_bus,< 5,59,79,71,209,69.66666666666667,Good
male,group E,some high school,free/reduced,completed,married,regularly,yes,1.0,private,5 - 10,92,90,84,266,88.66666666666667,Excellent
female,group D,associate's degree,standard,completed,divorced,regularly,yes,5.0,private,5 - 10,61,70,74,205,68.33333333333333,Good
male,group A,bachelor's degree,standard,completed,widowed,regularly,no,1.0,school_bus,< 5,78,69,73,220,73.33333333333333,Good
male,group B,some college,free/reduced,none,divorced,,no,1.0,school_bus,5 - 10,55,58,53,166,55.333333333333336,Average
female,group D,some high school,free/reduced,none,divorced,never,yes,1.0,school_bus,< 5,49,62,62,173,57.666666666666664,Average
female,group B,some college,standard,completed,divorced,sometimes,no,2.0,private,> 10,73,87,89,249,83.0,Excellent
female,group B,associate's degree,free/reduced,completed,married,sometimes,yes,0.0,school_bus,< 5,31,50,48,129,43.0,Average
female,group E,high school,standard,completed,married,sometimes,no,1.0,school_bus,> 10,84,96,93,273,91.0,Excellent
female,group A,some college,free/reduced,none,single,regularly,no,2.0,private,< 5,65,79,78,222,74.0,Good
female,group C,high school,standard,none,divorced,,yes,2.0,private,5 - 10,92,83,84,259,86.33333333333333,Excellent
female,group C,high school,free/reduced,,married,sometimes,yes,3.0,,5 - 10,51,64,57,172,57.333333333333336,Average
male,,associate's degree,standard,none,married,regularly,yes,3.0,school_bus,,76,65,59,200,66.66666666666667,Good
female,group C,high school,standard,none,married,sometimes,yes,3.0,private,,58,71,62,191,63.666666666666664,Good
male,group C,,standard,completed,divorced,never,no,2.0,private,5 - 10,86,90,86,262,87.33333333333333,Excellent
male,group D,high school,free/reduced,none,single,regularly,yes,1.0,school_bus,5 - 10,76,73,69,218,72.66666666666667,Good
male,group B,master's degree,free/reduced,,married,regularly,yes,4.0,school_bus,5 - 10,56,55,49,160,53.333333333333336,Average
male,group D,some college,free/reduced,none,married,never,yes,1.0,school_bus,> 10,76,65,65,206,68.66666666666667,Good
female,group E,high school,standard,completed,married,sometimes,yes,2.0,private,5 - 10,93,98,94,285,95.0,Excellent
female,group C,some high school,standard,none,married,sometimes,yes,2.0,private,5 - 10,38,54,41,133,44.333333333333336,Average
female,group D,,free/reduced,none,married,sometimes,yes,1.0,private,> 10,48,65,73,186,62.0,Good
female,group C,high school,standard,none,married,sometimes,yes,1.0,school_bus,< 5,34,36,34,104,34.666666666666664,Poor
female,group B,some high school,free/reduced,none,single,regularly,no,6.0,private,5 - 10,50,54,58,162,54.0,Average
female,group B,high school,free/reduced,completed,divorced,never,no,1.0,private,< 5,33,54,54,141,47.0,Average
male,group A,high school,standard,none,married,never,no,1.0,school_bus,5 - 10,69,68,60,197,65.66666666666667,Good
female,group B,some college,free/reduced,none,married,sometimes,no,3.0,school_bus,< 5,54,67,64,185,61.666666666666664,Good
female,,some college,standard,none,married,never,no,1.0,school_bus,5 - 10,80,84,88,252,84.0,Excellent
female,group D,associate's degree,free/reduced,completed,married,sometimes,yes,3.0,school_bus,> 10,59,72,72,203,67.66666666666667,Good
male,group D,master's degree,standard,none,married,sometimes,yes,2.0,private,5 - 10,90,92,97,279,93.0,Excellent
male,group C,high school,standard,none,married,regularly,no,2.0,,5 - 10,67,49,50,166,55.333333333333336,Average
female,group E,high school,free/reduced,none,widowed,regularly,no,1.0,school_bus,5 - 10,83,86,83,252,84.0,Excellent
female,group D,master's degree,standard,none,divorced,sometimes,yes,,private,5 - 10,67,80,81,228,76.0,Good
male,group C,some high school,free/reduced,none,divorced,sometimes,yes,1.0,school_bus,5 - 10,58,60,47,165,55.0,Average
female,group C,high school,free/reduced,completed,divorced,sometimes,yes,3.0,private,5 - 10,12,43,40,95,31.666666666666668,Poor
female,group D,some college,free/reduced,completed,divorced,regularly,yes,1.0,school_bus,5 - 10,43,60,69,172,57.333333333333336,Average
male,group C,some college,standard,none,married,regularly,no,,school_bus,5 - 10,66,59,59,184,61.333333333333336,Good
female,group C,high school,free/reduced,none,divorced,sometimes,yes,1.0,private,,54,66,60,180,60.0,Good
male,group B,some college,standard,none,married,never,yes,1.0,school_bus,5 - 10,65,59,62,186,62.0,Good
male,group B,associate's degree,standard,,,regularly,yes,3.0,school_bus,5 - 10,51,43,47,141,47.0,Average
female,group C,high school,free/reduced,none,single,regularly,no,2.0,private,< 5,44,53,53,150,50.0,Average
female,group C,high school,standard,none,married,sometimes,yes,0.0,school_bus,< 5,62,69,67,198,66.0,Good
male,group B,some college,standard,completed,single,never,yes,1.0,private,5 - 10,80,83,80,243,81.0,Excellent
male,group D,associate's degree,standard,none,married,regularly,yes,4.0,school_bus,5 - 10,74,76,74,224,74.66666666666667,Good
female,group A,high school,free/reduced,none,married,sometimes,no,3.0,private,< 5,56,72,70,198,66.0,Good
female,group D,master's degree,standard,none,married,sometimes,yes,2.0,school_bus,> 10,73,78,78,229,76.33333333333333,Good
female,group D,associate's degree,standard,completed,divorced,regularly,yes,1.0,private,< 5,74,73,81,228,76.0,Good
female,group B,some college,standard,none,divorced,sometimes,no,2.0,school_bus,5 - 10,63,83,79,225,75.0,Good
female,group D,some high school,standard,completed,divorced,sometimes,yes,1.0,private,> 10,55,65,66,186,62.0,Good
female,group D,some high school,standard,none,married,regularly,no,1.0,school_bus,< 5,49,66,61,176,58.666666666666664,Average
female,group D,bachelor's degree,free/reduced,completed,divorced,sometimes,no,4.0,school_bus,> 10,72,75,80,227,75.66666666666667,Good
male,,some high school,standard,completed,single,regularly,yes,1.0,private,5 - 10,84,84,85,253,84.33333333333333,Excellent
male,group C,some college,standard,completed,divorced,regularly,yes,1.0,school_bus,< 5,58,64,57,179,59.666666666666664,Average
male,group B,some high school,free/reduced,none,married,regularly,yes,5.0,private,5 - 10,60,72,64,196,65.33333333333333,Good
male,group E,some high school,free/reduced,none,married,regularly,no,3.0,school_bus,5 - 10,71,62,56,189,63.0,Good
female,group B,some college,standard,none,,regularly,no,3.0,school_bus,5 - 10,69,74,73,216,72.0,Good
female,group A,high school,free/reduced,none,divorced,never,yes,4.0,school_bus,5 - 10,42,43,47,132,44.0,Average
female,group E,associate's degree,standard,none,married,regularly,no,1.0,private,< 5,80,96,93,269,89.66666666666667,Excellent
male,group C,some high school,standard,completed,married,never,no,4.0,school_bus,< 5,75,65,68,208,69.33333333333333,Good
male,group E,some college,standard,none,married,never,yes,4.0,school_bus,> 10,82,76,69,227,75.66666666666667,Good
male,group B,master's degree,standard,completed,married,sometimes,yes,3.0,school_bus,5 - 10,96,99,95,290,96.66666666666667,Excellent
male,group B,master's degree,standard,none,married,sometimes,no,2.0,school_bus,5 - 10,76,66,70,212,70.66666666666667,Good
female,group B,some high school,standard,none,divorced,regularly,yes,0.0,school_bus,5 - 10,54,56,56,166,55.333333333333336,Average
male,group D,associate's degree,free/reduced,none,married,regularly,no,3.0,school_bus,< 5,65,66,64,195,65.0,Good
male,group B,some high school,free/reduced,none,married,sometimes,yes,2.0,school_bus,> 10,74,82,70,226,75.33333333333333,Good
male,,associate's degree,free/reduced,none,married,sometimes,yes,2.0,private,< 5,86,79,71,236,78.66666666666667,Good
male,group C,master's degree,standard,completed,married,sometimes,yes,1.0,private,5 - 10,96,86,88,270,90.0,Excellent
female,group A,associate's degree,standard,none,single,sometimes,yes,4.0,private,5 - 10,70,68,78,216,72.0,Good
female,group B,some college,free/reduced,none,married,sometimes,no,3.0,private,> 10,67,80,80,227,75.66666666666667,Good
female,group D,associate's degree,free/reduced,completed,widowed,sometimes,yes,1.0,,> 10,67,78,76,221,73.66666666666667,Good
male,group D,bachelor's degree,free/reduced,completed,divorced,sometimes,no,5.0,school_bus,,50,57,64,171,57.0,Average
male,group D,high school,standard,none,married,regularly,yes,1.0,private,< 5,78,73,75,226,75.33333333333333,Good
male,group B,some high school,standard,none,divorced,sometimes,no,4.0,school_bus,< 5,76,78,72,226,75.33333333333333,Good
female,group C,some college,standard,completed,divorced,sometimes,yes,4.0,private,< 5,93,98,98,289,96.33333333333333,Excellent
male,group C,some college,standard,completed,single,regularly,yes,2.0,,5 - 10,80,77,77,234,78.0,Good
female,group C,,standard,completed,married,regularly,yes,0.0,private,< 5,85,83,95,263,87.66666666666667,Excellent
male,group E,high school,standard,none,married,sometimes,yes,2.0,private,5 - 10,100,82,79,261,87.0,Excellent
female,group C,,standard,none,single,sometimes,yes,4.0,private,5 - 10,79,93,86,258,86.0,Excellent
male,group C,bachelor's degree,standard,none,married,never,yes,6.0,school_bus,< 5,70,69,73,212,70.66666666666667,Good
male,group C,high school,standard,,single,regularly,yes,3.0,school_bus,< 5,67,74,70,211,70.33333333333333,Good
male,,some college,standard,none,married,sometimes,yes,0.0,school_bus,< 5,68,74,68,210,70.0,Good
female,group C,high school,standard,,single,sometimes,yes,5.0,private,< 5,66,78,80,224,74.66666666666667,Good
male,group B,master's degree,free/reduced,none,married,sometimes,yes,1.0,private,< 5,57,50,57,164,54.666666666666664,Average
female,group B,some college,free/reduced,none,single,never,no,1.0,school_bus,> 10,51,69,61,181,60.333333333333336,Good
female,group C,master's degree,free/reduced,completed,single,sometimes,yes,2.0,,5 - 10,50,63,67,180,60.0,Good
female,group C,high school,free/reduced,none,single,sometimes,no,1.0,private,5 - 10,46,57,50,153,51.0,Average
female,group C,master's degree,free/reduced,none,single,sometimes,,2.0,private,< 5,59,65,63,187,62.333333333333336,Good
female,group D,high school,standard,none,widowed,sometimes,yes,1.0,school_bus,5 - 10,78,81,79,238,79.33333333333333,Good
male,group D,some high school,free/reduced,none,married,sometimes,yes,4.0,private,5 - 10,62,48,51,161,53.666666666666664,Average
female,,high school,free/reduced,none,,sometimes,yes,1.0,school_bus,5 - 10,55,52,57,164,54.666666666666664,Average
male,group D,associate's degree,standard,none,married,sometimes,yes,4.0,private,> 10,57,57,53,167,55.666666666666664,Average
female,group D,high school,standard,completed,married,sometimes,yes,,private,< 5,77,90,90,257,85.66666666666667,Excellent
male,group E,associate's degree,standard,completed,married,,yes,3.0,private,5 - 10,80,76,78,234,78.0,Good
female,group C,associate's degree,free/reduced,none,married,sometimes,no,3.0,school_bus,5 - 10,46,52,52,150,50.0,Average
female,group B,associate's degree,standard,completed,single,sometimes,yes,3.0,school_bus,5 - 10,66,81,82,229,76.33333333333333,Good
male,group D,high school,free/reduced,completed,married,sometimes,,3.0,private,5 - 10,87,83,83,253,84.33333333333333,Excellent
female,group D,associate's degree,standard,completed,single,sometimes,no,2.0,school_bus,> 10,86,99,100,285,95.0,Excellent
female,group D,master's degree,standard,none,married,sometimes,yes,1.0,private,< 5,76,78,87,241,80.33333333333333,Excellent
male,group A,bachelor's degree,free/reduced,none,single,sometimes,no,3.0,school_bus,5 - 10,61,61,52,174,58.0,Average
male,group B,some college,standard,none,single,regularly,yes,3.0,private,< 5,56,53,50,159,53.0,Average
female,group E,high school,free/reduced,none,single,never,yes,2.0,private,> 10,60,72,67,199,66.33333333333333,Good
female,group C,some college,standard,none,married,sometimes,yes,,school_bus,> 10,78,77,84,239,79.66666666666667,Good
male,group C,associate's degree,standard,none,married,sometimes,no,3.0,school_bus,> 10,56,51,46,153,51.0,Average
female,group D,,standard,none,single,regularly,yes,3.0,school_bus,,82,90,89,261,87.0,Excellent
female,group E,some college,standard,completed,single,regularly,yes,2.0,school_bus,> 10,76,75,72,223,74.33333333333333,Good
male,group E,some high school,standard,none,married,regularly,yes,4.0,school_bus,> 10,85,65,62,212,70.66666666666667,Good
female,group C,bachelor's degree,standard,completed,single,regularly,yes,1.0,,5 - 10,66,66,73,205,68.33333333333333,Good
female,group D,associate's degree,free/reduced,none,divorced,never,yes,5.0,private,5 - 10,41,54,47,142,47.333333333333336,Average
female,group C,associate's degree,free/reduced,none,married,sometimes,yes,0.0,private,5 - 10,61,70,70,201,67.0,Good
male,group D,associate's degree,standard,completed,divorced,regularly,yes,0.0,school_bus,5 - 10,94,85,93,272,90.66666666666667,Excellent
female,group C,master's degree,free/reduced,none,married,sometimes,yes,1.0,school_bus,5 - 10,46,65,50,161,53.666666666666664,Average
male,group B,some college,standard,none,,sometimes,yes,2.0,school_bus,5 - 10,73,66,68,207,69.0,Good
male,group E,some college,standard,none,married,regularly,,1.0,school_bus,> 10,56,40,38,134,44.666666666666664,Average
male,group D,some college,standard,completed,married,sometimes,yes,0.0,school_bus,5 - 10,94,76,80,250,83.33333333333333,Excellent
female,,master's degree,standard,completed,married,sometimes,yes,3.0,school_bus,> 10,89,84,90,263,87.66666666666667,Excellent
male,group B,associate's degree,standard,completed,married,sometimes,yes,1.0,private,< 5,76,72,73,221,73.66666666666667,Good
male,group D,some college,standard,none,single,regularly,yes,3.0,private,5 - 10,83,75,70,228,76.0,Good
male,group C,associate's degree,free/reduced,none,married,,no,2.0,school_bus,5 - 10,54,55,50,159,53.0,Average
male,group D,some college,free/reduced,none,divorced,regularly,yes,2.0,school_bus,5 - 10,70,59,60,189,63.0,Good
male,group A,some high school,free/reduced,completed,married,regularly,yes,1.0,private,< 5,37,47,45,129,43.0,Average
female,group E,master's degree,standard,completed,single,sometimes,yes,5.0,school_bus,5 - 10,98,100,99,297,99.0,Excellent
female,group C,high school,standard,none,single,sometimes,yes,0.0,school_bus,5 - 10,58,77,72,207,69.0,Good
female,,bachelor's degree,free/reduced,none,married,sometimes,yes,3.0,private,5 - 10,58,72,66,196,65.33333333333333,Good
male,group C,master's degree,standard,none,married,never,yes,0.0,school_bus,5 - 10,50,59,53,162,54.0,Average
male,group B,bachelor's degree,standard,completed,divorced,sometimes,yes,0.0,private,5 - 10,73,65,63,201,67.0,Good
male,group D,bachelor's degree,free/reduced,completed,married,sometimes,yes,0.0,private,< 5,67,58,67,192,64.0,Good
female,group D,some high school,standard,,married,sometimes,yes,0.0,school_bus,> 10,79,89,86,254,84.66666666666667,Excellent
male,group C,some high school,standard,none,divorced,sometimes,,0.0,private,< 5,76,71,73,220,73.33333333333333,Good
female,group E,bachelor's degree,free/reduced,none,married,sometimes,yes,,school_bus,5 - 10,65,67,62,194,64.66666666666667,Good
female,group D,associate's degree,standard,none,divorced,sometimes,yes,2.0,school_bus,> 10,88,86,84,258,86.0,Excellent
male,group A,some high school,standard,none,single,regularly,no,2.0,school_bus,< 5,53,52,48,153,51.0,Average
female,group C,high school,standard,completed,single,regularly,yes,1.0,private,> 10,53,67,72,192,64.0,Good
male,group D,master's degree,standard,completed,married,sometimes,yes,2.0,private,> 10,100,100,100,300,100.0,Excellent
male,group D,associate's degree,standard,none,married,sometimes,yes,1.0,private,> 10,72,68,69,209,69.66666666666667,Good
male,group D,associate's degree,standard,completed,single,sometimes,yes,1.0,school_bus,5 - 10,78,68,71,217,72.33333333333333,Good
male,group D,bachelor's degree,free/reduced,completed,married,sometimes,yes,2.0,school_bus,< 5,54,57,62,173,57.666666666666664,Average
male,group D,high school,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,49,43,43,135,45.0,Average
female,group D,some college,standard,none,divorced,sometimes,no,2.0,school_bus,5 - 10,59,66,60,185,61.666666666666664,Good
male,group E,some college,standard,none,divorced,regularly,yes,0.0,school_bus,< 5,73,66,66,205,68.33333333333333,Good
male,group C,bachelor's degree,standard,none,single,regularly,,0.0,school_bus,5 - 10,96,84,83,263,87.66666666666667,Excellent
female,group C,associate's degree,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,70,75,77,222,74.0,Good
female,group B,associate's degree,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,54,66,65,185,61.666666666666664,Good
female,group C,high school,standard,none,married,sometimes,no,1.0,,5 - 10,82,96,90,268,89.33333333333333,Excellent
male,group B,associate's degree,standard,none,married,sometimes,no,4.0,private,5 - 10,60,56,54,170,56.666666666666664,Average
male,group C,bachelor's degree,free/reduced,none,divorced,regularly,yes,4.0,school_bus,5 - 10,48,47,49,144,48.0,Average
female,group B,some high school,free/reduced,completed,single,sometimes,yes,6.0,school_bus,,54,71,71,196,65.33333333333333,Good
male,group C,high school,free/reduced,completed,married,regularly,yes,2.0,,5 - 10,51,61,60,172,57.333333333333336,Average
male,,master's degree,standard,none,married,regularly,yes,,school_bus,< 5,90,92,84,266,88.66666666666667,Excellent
female,group D,some college,free/reduced,completed,divorced,regularly,yes,1.0,school_bus,5 - 10,82,87,87,256,85.33333333333333,Excellent
female,group C,some high school,free/reduced,completed,single,sometimes,yes,0.0,private,< 5,60,71,74,205,68.33333333333333,Good
female,group A,high school,standard,completed,divorced,never,no,3.0,private,5 - 10,58,85,82,225,75.0,Good
female,group B,bachelor's degree,free/reduced,completed,married,regularly,yes,2.0,school_bus,5 - 10,64,78,75,217,72.33333333333333,Good
female,group E,high school,standard,,divorced,sometimes,yes,4.0,private,5 - 10,70,74,77,221,73.66666666666667,Good
female,group C,bachelor's degree,standard,completed,single,regularly,yes,3.0,private,< 5,72,83,80,235,78.33333333333333,Good
female,group C,master's degree,standard,completed,divorced,sometimes,yes,2.0,private,5 - 10,71,90,94,255,85.0,Excellent
male,,high school,standard,none,married,regularly,yes,1.0,,5 - 10,56,58,56,170,56.666666666666664,Average
male,group E,some high school,standard,completed,single,regularly,yes,1.0,school_bus,5 - 10,86,76,82,244,81.33333333333333,Excellent
female,,some college,standard,completed,single,regularly,no,2.0,private,< 5,59,79,85,223,74.33333333333333,Good
male,group C,associate's degree,standard,none,divorced,sometimes,yes,3.0,private,5 - 10,76,68,60,204,68.0,Good
female,group C,some college,standard,,married,never,yes,3.0,school_bus,5 - 10,63,71,66,200,66.66666666666667,Good
male,group B,some high school,standard,none,divorced,regularly,yes,7.0,school_bus,< 5,71,72,64,207,69.0,Good
female,group C,some high school,free/reduced,none,single,regularly,yes,,school_bus,,35,52,51,138,46.0,Average
female,group B,some high school,standard,none,married,sometimes,yes,5.0,,< 5,60,83,74,217,72.33333333333333,Good
male,group D,some college,free/reduced,completed,married,regularly,yes,1.0,,< 5,59,62,70,191,63.666666666666664,Good
male,group B,associate's degree,free/reduced,none,married,sometimes,yes,2.0,school_bus,5 - 10,77,80,80,237,79.0,Good
male,group B,high school,standard,completed,divorced,sometimes,yes,3.0,school_bus,< 5,47,57,46,150,50.0,Average
female,group E,associate's degree,standard,none,married,sometimes,yes,3.0,private,> 10,64,59,68,191,63.666666666666664,Good
female,group B,some high school,standard,completed,single,regularly,yes,1.0,school_bus,5 - 10,81,93,88,262,87.33333333333333,Excellent
female,group E,some college,standard,none,single,regularly,yes,3.0,school_bus,5 - 10,70,76,79,225,75.0,Good
male,group C,some college,free/reduced,completed,married,regularly,yes,1.0,school_bus,5 - 10,83,89,84,256,85.33333333333333,Excellent
female,group E,some college,standard,none,divorced,sometimes,no,1.0,private,> 10,58,60,68,186,62.0,Good
male,group B,,standard,none,married,regularly,no,1.0,school_bus,> 10,72,65,59,196,65.33333333333333,Good
female,group B,,standard,completed,single,regularly,yes,2.0,private,5 - 10,59,63,66,188,62.666666666666664,Good
male,group B,some high school,free/reduced,none,married,sometimes,yes,3.0,private,5 - 10,74,65,65,204,68.0,Good
female,group D,high school,standard,none,married,never,yes,3.0,school_bus,5 - 10,76,91,85,252,84.0,Excellent
female,group B,,standard,none,married,regularly,yes,1.0,school_bus,< 5,76,87,78,241,80.33333333333333,Excellent
male,group C,associate's degree,free/reduced,none,married,regularly,yes,4.0,private,< 5,55,53,51,159,53.0,Average
female,group D,some college,free/reduced,none,married,sometimes,yes,4.0,private,5 - 10,45,55,52,152,50.666666666666664,Average
male,group D,some high school,free/reduced,completed,,regularly,no,3.0,school_bus,5 - 10,69,69,75,213,71.0,Good
female,group D,some college,free/reduced,none,married,sometimes,yes,4.0,private,5 - 10,68,72,69,209,69.66666666666667,Good
female,group B,some college,standard,none,married,sometimes,no,3.0,private,5 - 10,93,86,92,271,90.33333333333333,Excellent
female,group B,high school,standard,none,single,sometimes,no,3.0,school_bus,5 - 10,64,73,65,202,67.33333333333333,Good
female,group D,some college,free/reduced,,married,sometimes,yes,2.0,school_bus,< 5,64,68,77,209,69.66666666666667,Good
female,group D,bachelor's degree,standard,completed,divorced,never,yes,5.0,private,5 - 10,72,86,82,240,80.0,Excellent
female,group D,,standard,none,married,sometimes,yes,3.0,private,5 - 10,61,74,80,215,71.66666666666667,Good
female,group B,associate's degree,free/reduced,completed,married,regularly,yes,2.0,school_bus,5 - 10,36,44,47,127,42.333333333333336,Average
male,group D,bachelor's degree,standard,none,married,regularly,yes,3.0,private,< 5,76,77,83,236,78.66666666666667,Good
male,,some college,standard,none,married,,yes,2.0,school_bus,,93,90,87,270,90.0,Excellent
female,group C,some high school,standard,,married,never,yes,0.0,school_bus,> 10,71,82,82,235,78.33333333333333,Good
female,group A,master's degree,free/reduced,none,married,sometimes,yes,3.0,private,< 5,57,68,69,194,64.66666666666667,Good
male,group C,some college,standard,none,married,regularly,yes,1.0,school_bus,> 10,64,72,67,203,67.66666666666667,Good
female,group C,high school,standard,none,married,sometimes,yes,0.0,,5 - 10,47,60,60,167,55.666666666666664,Average
female,group A,bachelor's degree,free/reduced,completed,single,,yes,3.0,private,5 - 10,70,87,89,246,82.0,Excellent
female,group E,some college,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,97,100,97,294,98.0,Excellent
male,group B,associate's degree,free/reduced,none,married,sometimes,yes,4.0,school_bus,5 - 10,83,79,69,231,77.0,Good
female,group C,bachelor's degree,free/reduced,completed,married,,yes,2.0,private,5 - 10,66,70,78,214,71.33333333333333,Good
female,group A,bachelor's degree,standard,,divorced,sometimes,yes,1.0,private,5 - 10,88,93,88,269,89.66666666666667,Excellent
female,group C,high school,standard,none,married,sometimes,no,4.0,school_bus,< 5,57,63,58,178,59.333333333333336,Average
male,group E,some high school,standard,none,divorced,regularly,yes,0.0,school_bus,> 10,89,79,74,242,80.66666666666667,Excellent
male,group B,master's degree,standard,completed,married,regularly,yes,0.0,school_bus,5 - 10,83,82,83,248,82.66666666666667,Excellent
male,group A,high school,standard,completed,married,sometimes,yes,3.0,school_bus,< 5,83,82,79,244,81.33333333333333,Excellent
